dimension,w_statistic,p_value,p_value_bonferroni,p_value_bh
253,205100.0,7.723470245403937e-07,0.0005931625148470224,1.055449314674417e-06
254,88071.0,1.6483210624020675e-70,1.2659105759247878e-67,8.328359052136763e-70
255,205766.0,1.1197935765665836e-06,0.0008600014668031362,1.5140870894421411e-06
256,225003.0,0.0057167969367047915,1.0,0.006744239704130998
257,27784.0,5.566335735890749e-131,4.274945845164095e-128,1.858672106593085e-129
258,202984.0,2.2931800009732482e-07,0.00017611622407474545,3.178993214345586e-07
259,129937.0,1.3102700069351385e-39,1.0062873653261864e-36,3.632806373018724e-39
260,208878.0,5.9353513861779925e-06,0.004558349864584699,7.805393603740921e-06
261,231669.0,0.04195953741363675,1.0,0.04745938841483508
262,26562.0,2.1118453973488367e-132,1.6218972651639066e-129,7.372260296199575e-131
263,234260.0,0.08006585299008619,1.0,0.08759341181821395
264,84828.0,2.781317432984925e-73,2.1360517885324226e-70,1.5042618229101565e-72
265,248840.0,0.8773400725853064,1.0,0.8830893522221694
266,139531.0,8.319473938588708e-34,6.389355984836128e-31,2.021948096467129e-33
267,63726.0,1.1721008462093802e-92,9.00173449888804e-90,1.0229243748736409e-91
268,198190.0,1.2078562688103892e-08,9.27633614446379e-06,1.7635620046509105e-08
269,248805.0,0.8743203228958378,1.0,0.8812047348871437
270,222396.0,0.0022963026793099014,1.0,0.0027642013443730474
271,195993.0,2.865865592364193e-09,2.2009847749357e-06,4.232663028722501e-09
272,169932.0,1.4717907556911097e-18,1.1303353003707723e-15,2.672187471325703e-18
273,202205.0,1.4474484199870616e-07,0.00011116403865500633,2.0248458771403704e-07
274,146977.0,1.2464437877608166e-29,9.572688290003072e-27,2.823801855458133e-29
275,220280.0,0.0010359067000970128,0.7955763456745057,0.0012729221530792091
276,233113.0,0.06067484969925759,1.0,0.06753374575221714
277,137164.0,3.409574310190201e-35,2.6185530702260743e-32,8.557362974595014e-35
278,93257.0,3.449341506356446e-66,2.6490942768817503e-63,1.5768418314772324e-65
279,176779.0,8.815799897415543e-16,6.770534321215137e-13,1.488029521146184e-15
280,239356.0,0.2330716737381896,1.0,0.2479211155553042
281,199144.0,2.216586344643238e-08,1.7023383126860067e-05,3.1760043147126994e-08
282,219144.0,0.000661790640500463,0.5082552119043555,0.0008224194367384395
283,209765.0,9.354244821238722e-06,0.007184060022711339,1.2217789154270983e-05
284,221834.0,0.0018678092415457105,1.0,0.0022697428758023824
285,26464.0,1.6232090479932048e-132,1.2466245488587812e-129,5.936307375518006e-131
286,37639.0,8.339576673569087e-120,6.404794885301059e-117,1.5621450939758682e-118
287,116482.0,1.502806993364839e-48,1.1541557709041963e-45,5.084386655965622e-48
288,249361.0,0.9224785536433762,1.0,0.9248871138356565
289,242412.0,0.3909109881598225,1.0,0.40735364844877026
290,192992.0,3.666568634114869e-10,2.815924711000219e-07,5.489131990253839e-10
291,173275.0,3.580801111541138e-17,2.750055253663594e-14,6.264362764609553e-17
292,96541.0,1.5909389650831156e-63,1.2218411251838327e-60,6.825928073652698e-63
293,223463.0,0.0033660258961121293,1.0,0.004032929622798932
294,88381.0,3.01465326334002e-70,2.3152537062451357e-67,1.5034114975617764e-69
295,241885.0,0.3598488459376541,1.0,0.3770312601365871
296,47113.0,1.5455162169528667e-109,1.1869564546198016e-106,2.327365597293729e-108
297,128085.0,8.757561662669293e-41,6.725807356930018e-38,2.528499006364668e-40
298,172117.0,1.2031790249973712e-17,9.24041491197981e-15,2.124233313098807e-17
299,200826.0,6.299988168361578e-08,4.8383909133016916e-05,8.910480503318033e-08
300,213263.0,5.150587123715694e-05,0.03955650911013653,6.625880922970943e-05
301,92730.0,1.2736085157474854e-66,9.781313400940688e-64,5.892357470446197e-66
302,212805.0,4.1526121048016535e-05,0.0318920609648767,5.351016940415554e-05
303,170388.0,2.292470385272798e-18,1.760617255889509e-15,4.132904356548143e-18
304,94105.0,1.7020565789310815e-65,1.3071794526190705e-62,7.64432428432205e-65
305,140964.0,5.571343675245095e-33,4.278791942588233e-30,1.3288173734746067e-32
306,142836.0,6.439296897095286e-32,4.9453800169691797e-29,1.5077378100515791e-31
307,69891.0,9.299755535090995e-87,7.142212250949884e-84,6.97940351540584e-86
308,50136.0,2.329709724976447e-106,1.789217068781911e-103,3.1389773136524756e-105
309,151511.0,3.1475191424066197e-27,2.417294701368284e-24,6.752219836224258e-27
310,190323.0,5.3896443696302556e-11,4.139246875876036e-08,8.19652846708126e-11
311,204561.0,5.696613726959681e-07,0.0004374999342305035,7.826474673175376e-07
312,211879.0,2.666998740340977e-05,0.020482550325818704,3.454055704185279e-05
313,234751.0,0.08978024532049265,1.0,0.09794208580417381
314,106566.0,9.723654424246727e-56,7.467766597821486e-53,3.752646531568586e-55
315,53895.0,1.7911385245753323e-102,1.3755943868738551e-99,2.0842339195058413e-101
316,198370.0,1.3555547603513564e-08,1.0410660559498417e-05,1.9679887636102866e-08
317,78010.0,2.734359535429561e-79,2.099988123209903e-76,1.66665724064278e-78
318,69778.0,7.27968841518456e-87,5.590800702861742e-84,5.535446240457171e-86
319,206511.0,1.686390412266454e-06,0.0012951478366206367,2.2602929085874985e-06
320,206204.0,1.4256720545591307e-06,0.0010949161379014123,1.9175413973755032e-06
321,236194.0,0.12390105433113817,1.0,0.1345912443087894
322,163543.0,2.284815692287088e-21,1.7547384516764834e-18,4.3650210240708545e-21
323,92031.0,3.3797959704368626e-67,2.5956833052955105e-64,1.5731413971487942e-66
324,182245.0,9.768748454931535e-14,7.502398813387418e-11,1.589491274022758e-13
325,232607.0,0.0534527013656446,1.0,0.05984209132480329
326,224973.0,0.00565953047721881,1.0,0.006686952933083148
327,123970.0,1.8540842780395655e-43,1.4239367255343862e-40,5.788360672904009e-43
328,113467.0,1.1090236085695396e-50,8.517301313814064e-48,3.8891786821068786e-50
329,70705.0,5.403468520799506e-86,4.1498638239740204e-83,3.807214517407358e-85
330,243985.0,0.49285054778978155,1.0,0.5087489525571939
331,220647.0,0.0011935541724324911,0.9166496044281531,0.001461961091591951
332,96117.0,7.258673979938643e-64,5.5746616165928776e-61,3.131832368872403e-63
333,126054.0,4.2996496681330923e-42,3.302130945126215e-39,1.310369422669133e-41
334,78138.0,3.563355470260807e-79,2.7366570011602995e-76,2.1548480324096847e-78
335,229920.0,0.026056342010278427,1.0,0.029778676583175345
336,104125.0,1.380227815026754e-57,1.060014961940547e-54,5.54981655466255e-57
337,193525.0,5.323610361086418e-10,4.088532757314369e-07,7.95434388582562e-10
338,202415.0,1.639741354655285e-07,0.0001259321360375259,2.281379276042136e-07
339,31900.0,2.9817332314867957e-126,2.289971121781859e-123,7.387003618651158e-125
340,158971.0,1.658483311152395e-23,1.2737151829650393e-20,3.2827710901160804e-23
341,247421.0,0.7568125363018213,1.0,0.7714583957466986
342,79903.0,1.3458016276144505e-77,1.033575650007898e-74,7.950581923137676e-77
343,129063.0,3.673453212190919e-40,2.8212120669626254e-37,1.0372103187362594e-39
344,52314.0,4.243529967229714e-104,3.25903101483242e-101,5.431718358054034e-103
345,225539.0,0.006831963276161641,1.0,0.008022855957327431
346,104977.0,6.143815477921178e-57,4.718450287043465e-54,2.4197180959197255e-56
347,245427.0,0.5975428864773444,1.0,0.6135199690034766
348,179354.0,8.463005331140746e-15,6.499588094316093e-12,1.4129539335469766e-14
349,131709.0,1.6786806749890743e-38,1.2892267583916092e-35,4.5555715844226473e-38
350,241004.0,0.3114952429482134,1.0,0.32861036618712625
351,32684.0,2.3186401583553617e-125,1.7807156416169178e-122,5.3961080048997505e-124
352,196828.0,4.9841211090059255e-09,3.8278050117165506e-06,7.3470345714329195e-09
353,216882.0,0.000259657060103487,0.19941662215947803,0.0003285282078409852
354,218954.0,0.0006131362108459944,0.4708886099297237,0.0007644295615742267
355,249738.0,0.9553061503835522,1.0,0.9553061503835522
